"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFC","EQ","03-Jun-2021","       2562.15","       2568.00","       2603.00","       2556.45","       2578.30","       2584.00","       2578.13","    3636647","          9375744678.55","     134160","    1941254","         53.38"
"HDFC","W3","03-Jun-2021","        798.70","        818.00","        826.45","        800.05","        810.00","        807.70","        814.04","      15600","            12699090.00","         26","       9600","         61.54"
"HDFC","EQ","04-Jun-2021","       2584.00","       2588.00","       2626.00","       2584.05","       2613.00","       2619.05","       2610.54","    3593742","          9381596632.25","     134503","    1907462","         53.08"
"HDFC","W3","04-Jun-2021","        807.70","        818.00","        830.00","        815.00","        819.00","        819.35","        819.74","      57000","            46725090.00","         90","      44400","         77.89"
"HDFC","EQ","07-Jun-2021","       2619.05","       2635.00","       2635.40","       2582.00","       2586.80","       2585.75","       2592.95","    2222082","          5761739654.70","     116810","    1358166","         61.12"
"HDFC","W3","07-Jun-2021","        819.35","        801.00","        805.00","        800.10","        800.10","        800.10","        802.58","       5400","             4333950.00","          9","       4200","         77.78"
"HDFC","EQ","08-Jun-2021","       2585.75","       2586.00","       2589.90","       2550.00","       2555.00","       2554.50","       2560.11","    3046814","          7800169050.90","     163163","    2184925","         71.71"
"HDFC","W3","08-Jun-2021","        800.10","        790.10","        790.10","        782.05","        782.05","        782.05","        786.16","      10200","             8018820.00","         17","       6600","         64.71"
"HDFC","EQ","09-Jun-2021","       2554.50","       2558.00","       2579.25","       2539.75","       2546.05","       2544.75","       2557.86","    2784864","          7123291943.60","     123342","    1490414","         53.52"
"HDFC","W3","09-Jun-2021","        782.05","        794.95","        797.00","        780.05","        780.05","        780.10","        786.10","       9000","             7074930.00","         15","       4800","         53.33"
"HDFC","EQ","10-Jun-2021","       2544.75","       2554.75","       2567.85","       2535.00","       2560.05","       2561.90","       2555.62","    2116122","          5408007138.50","      78439","    1257789","         59.44"
"HDFC","W3","10-Jun-2021","        780.10","        775.00","        778.00","        762.00","        770.05","        770.55","        769.42","      29400","            22620930.00","         48","      17400","         59.18"
"HDFC","EQ","11-Jun-2021","       2561.90","       2575.00","       2594.30","       2555.00","       2560.25","       2559.80","       2573.12","    2340867","          6023333064.95","      87518","    1362131","         58.19"
"HDFC","W3","11-Jun-2021","        770.55","        787.00","        792.00","        777.05","        777.05","        777.05","        784.91","       8400","             6593220.00","         14","       4800","         57.14"
"HDFC","EQ","14-Jun-2021","       2559.80","       2559.80","       2559.80","       2512.65","       2540.20","       2539.20","       2529.60","    2125197","          5375890245.50","      77870","    1033807","         48.65"
"HDFC","W3","14-Jun-2021","        777.05","        765.00","        769.95","        751.15","        765.00","        765.00","        758.23","      34800","            26386530.00","         57","      18600","         53.45"
"HDFC","EQ","15-Jun-2021","       2539.20","       2559.80","       2559.80","       2535.20","       2543.00","       2545.10","       2545.46","    1589974","          4047209588.75","      76925","     834946","         52.51"
"HDFC","W3","15-Jun-2021","        765.00","        776.75","        776.75","        762.00","        765.00","        765.00","        765.82","       7200","             5513910.00","         12","       5400","         75.00"
"HDFC","EQ","16-Jun-2021","       2545.10","       2535.00","       2545.00","       2515.70","       2522.05","       2521.45","       2525.95","    2290999","          5786943795.95","      80726","    1494440","         65.23"
"HDFC","W3","16-Jun-2021","        765.00","        763.00","        767.95","        741.00","        749.00","        743.90","        749.67","      30000","            22490160.00","         44","      25800","         86.00"
"HDFC","EQ","17-Jun-2021","       2521.45","       2482.20","       2506.95","       2482.20","       2487.75","       2487.30","       2492.37","    2657850","          6624333539.95","     133470","    1782250","         67.06"
"HDFC","W3","17-Jun-2021","        743.90","        735.90","        742.90","        710.00","        718.00","        716.55","        723.50","      45600","            32991510.00","         70","      32400","         71.05"
"HDFC","EQ","18-Jun-2021","       2487.30","       2511.00","       2511.00","       2453.05","       2496.00","       2488.10","       2480.19","    3082747","          7645806220.05","     142128","    1745147","         56.61"
"HDFC","W3","18-Jun-2021","        716.55","        717.25","        734.95","        701.00","        734.95","        729.35","        711.91","      35400","            25201470.00","         59","      22800","         64.41"
"HDFC","EQ","21-Jun-2021","       2488.10","       2459.00","       2524.20","       2451.00","       2517.50","       2516.40","       2494.17","    1891651","          4718095839.90","      86379","    1045153","         55.25"
"HDFC","W3","21-Jun-2021","        729.35","        720.00","        746.00","        720.00","        739.95","        742.65","        730.07","      12000","             8760780.00","         19","       8400","         70.00"
"HDFC","EQ","22-Jun-2021","       2516.40","       2546.80","       2546.80","       2514.70","       2522.95","       2522.90","       2533.52","    2604542","          6598651625.70","     103601","    1634335","         62.75"
"HDFC","W3","22-Jun-2021","        742.65","        749.00","        755.90","        719.90","        726.00","        723.10","        734.08","      67800","            49770840.00","        110","      52800","         77.88"
"HDFC","EQ","23-Jun-2021","       2522.90","       2537.00","       2537.00","       2493.00","       2498.80","       2497.20","       2507.36","    2179551","          5464912313.95","      80552","    1379358","         63.29"
"HDFC","W3","23-Jun-2021","        723.10","        749.80","        749.80","        700.00","        714.70","        711.55","        713.07","     105000","            74872110.00","        168","      69600","         66.29"
"HDFC","EQ","24-Jun-2021","       2497.20","       2514.90","       2515.00","       2485.00","       2490.05","       2487.40","       2497.18","    3257706","          8135078686.40","     102299","    2440999","         74.93"
"HDFC","W3","24-Jun-2021","        711.55","        719.00","        719.00","        703.10","        712.00","        708.95","        710.29","      24000","            17046840.00","         40","      15600","         65.00"
"HDFC","EQ","25-Jun-2021","       2487.40","       2511.00","       2515.00","       2482.00","       2506.65","       2509.20","       2497.76","    1871813","          4675348229.60","      98859","    1144711","         61.16"
"HDFC","W3","25-Jun-2021","        708.95","        722.00","        737.80","        706.05","        732.30","        735.05","        723.05","      16800","            12147300.00","         28","      10800","         64.29"
"HDFC","EQ","28-Jun-2021","       2509.20","       2515.00","       2523.10","       2491.20","       2495.00","       2494.95","       2502.05","    2140346","          5355256642.80","     100314","    1519222","         70.98"
"HDFC","W3","28-Jun-2021","        735.05","        729.90","        745.00","        718.00","        718.00","        721.20","        731.22","      15600","            11406960.00","         26","      10200","         65.38"
"HDFC","EQ","29-Jun-2021","       2494.95","       2510.00","       2510.00","       2476.90","       2500.00","       2501.20","       2494.31","    2671608","          6663807351.15","     129762","    1796706","         67.25"
"HDFC","W3","29-Jun-2021","        721.20","        737.00","        737.00","        710.00","        728.00","        728.00","        722.24","      48000","            34667610.00","         80","      29400","         61.25"
"HDFC","EQ","30-Jun-2021","       2501.20","       2503.15","       2515.00","       2472.20","       2477.70","       2475.25","       2489.49","    2798047","          6965719410.35","     124568","    1884703","         67.36"
"HDFC","W3","30-Jun-2021","        728.00","        735.00","        735.00","        710.10","        710.10","        711.35","        722.97","       7800","             5639160.00","         13","       3600","         46.15"
"HDFC","EQ","01-Jul-2021","       2475.25","       2480.00","       2491.35","       2456.00","       2464.00","       2459.40","       2466.84","    2189447","          5401021707.75","      94623","    1547486","         70.68"
"HDFC","W3","01-Jul-2021","        711.35","        710.00","        712.00","        702.00","        702.65","        705.00","        706.23","      42000","            29661510.00","         67","      37200","         88.57"
"HDFC","EQ","02-Jul-2021","       2459.40","       2463.00","       2480.00","       2445.00","       2477.00","       2475.70","       2459.09","    1951251","          4798295049.80","      82471","    1137468","         58.29"
"HDFC","W3","02-Jul-2021","        705.00","        703.40","        708.90","        695.10","        701.30","        702.80","        700.79","      90000","            63071430.00","        143","      63600","         70.67"
"HDFC","EQ","05-Jul-2021","       2475.70","       2489.30","       2496.80","       2471.20","       2496.70","       2494.90","       2486.08","    1234739","          3069659783.10","      73485","     686168","         55.57"
"HDFC","W3","05-Jul-2021","        702.80","        705.00","        705.00","        695.00","        699.00","        699.25","        701.37","      49800","            34928460.00","         69","      45000","         90.36"
"HDFC","EQ","06-Jul-2021","       2494.90","       2492.60","       2518.90","       2490.20","       2491.90","       2496.40","       2504.06","    1428812","          3577834566.00","     100792","     760435","         53.22"
"HDFC","W3","06-Jul-2021","        699.25","        701.00","        715.00","        700.00","        702.00","        703.15","        705.03","      36600","            25804110.00","         58","      25200","         68.85"
"HDFC","EQ","07-Jul-2021","       2496.40","       2503.85","       2545.80","       2495.20","       2532.00","       2529.20","       2524.52","    2542003","          6417343089.85","     115521","    1495035","         58.81"
"HDFC","W3","07-Jul-2021","        703.15","        709.00","        730.05","        706.00","        720.00","        720.90","        717.85","      38400","            27565500.00","         54","      27000","         70.31"
"HDFC","EQ","08-Jul-2021","       2529.20","       2535.00","       2543.85","       2508.00","       2514.00","       2512.05","       2527.45","    2683729","          6783000003.35","      97079","    1872224","         69.76"
"HDFC","W3","08-Jul-2021","        720.90","        715.00","        720.00","        698.00","        700.00","        700.35","        710.13","      34800","            24712440.00","         55","      25800","         74.14"
"HDFC","EQ","09-Jul-2021","       2512.05","       2504.10","       2509.00","       2484.85","       2499.65","       2496.45","       2495.92","    1348273","          3365183704.45","      83362","     841393","         62.41"
"HDFC","W3","09-Jul-2021","        700.35","        695.00","        712.00","        693.00","        693.00","        696.80","        700.31","      15600","            10924770.00","         24","      12000","         76.92"
"HDFC","EQ","12-Jul-2021","       2496.45","       2503.00","       2511.00","       2452.20","       2482.30","       2476.95","       2459.89","    6818026","         16771588573.80","      93221","    5995178","         87.93"
"HDFC","W3","12-Jul-2021","        696.80","        700.00","        704.80","        683.25","        698.90","        693.90","        692.54","      28200","            19529580.00","         46","      21000","         74.47"
"HDFC","EQ","13-Jul-2021","       2476.95","       2496.00","       2549.95","       2487.75","       2542.10","       2544.90","       2529.71","    3716936","          9402765044.95","     120447","    2272326","         61.13"
"HDFC","W3","13-Jul-2021","        693.90","        709.00","        730.05","        704.10","        728.00","        729.00","        719.26","      36600","            26325030.00","         59","      31200","         85.25"
"HDFC","EQ","14-Jul-2021","       2544.90","       2544.00","       2544.90","       2516.00","       2529.50","       2531.10","       2532.06","    2725020","          6899920707.30","     108626","    1743695","         63.99"
"HDFC","W3","14-Jul-2021","        729.00","        720.00","        744.00","        720.00","        735.00","        740.05","        732.67","      53400","            39124500.00","         86","      42600","         79.78"
"HDFC","EQ","15-Jul-2021","       2531.10","       2539.00","       2555.00","       2516.00","       2540.90","       2540.10","       2537.56","    3272479","          8304115004.35","      97346","    2561966","         78.29"
"HDFC","W3","15-Jul-2021","        740.05","        725.20","        751.90","        725.20","        735.00","        732.65","        740.61","      42000","            31105410.00","         58","      29400","         70.00"
"HDFC","EQ","16-Jul-2021","       2540.10","       2548.00","       2558.00","       2531.50","       2538.00","       2536.90","       2542.11","    1568532","          3987381359.55","      88501","    1096155","         69.88"
"HDFC","W3","16-Jul-2021","        732.65","        745.00","        745.05","        727.00","        728.00","        727.65","        734.30","       7200","             5286960.00","         12","       4200","         58.33"
"HDFC","EQ","19-Jul-2021","       2536.90","       2488.00","       2497.70","       2470.90","       2482.50","       2481.65","       2483.38","    2262325","          5618202369.75","      94500","    1312730","         58.03"
"HDFC","W3","19-Jul-2021","        727.65","        700.05","        708.90","        695.25","        698.00","        698.00","        700.90","      55800","            39110010.00","         89","      45600","         81.72"
"HDFC","BL","20-Jul-2021","       1814.20","       2481.65","       2481.65","       2481.65","       2481.65","       2481.65","       2481.65","     172808","           428848973.20","          1","-","-"
"HDFC","EQ","20-Jul-2021","       2481.65","       2470.00","       2480.50","       2450.00","       2459.00","       2458.75","       2462.42","    1731830","          4264498994.95","     112197","    1092351","         63.07"
"HDFC","W3","20-Jul-2021","        698.00","        691.15","        697.00","        690.00","        692.00","        690.40","        692.72","      26400","            18287820.00","         44","      19800","         75.00"
"HDFC","EQ","22-Jul-2021","       2458.75","       2470.10","       2493.05","       2465.50","       2487.55","       2490.30","       2482.11","    1792789","          4449905095.35","      76941","    1194603","         66.63"
"HDFC","W3","22-Jul-2021","        690.40","        705.50","        709.70","        691.00","        696.00","        695.40","        697.93","      28800","            20100330.00","         44","      22800","         79.17"
"HDFC","EQ","23-Jul-2021","       2490.30","       2497.80","       2501.60","       2470.00","       2485.80","       2482.50","       2484.68","    1275979","          3170396148.55","      65290","     835659","         65.49"
"HDFC","W3","23-Jul-2021","        695.40","        692.00","        700.00","        688.00","        696.95","        696.95","        691.82","      16800","            11622630.00","         28","      10200","         60.71"
"HDFC","EQ","26-Jul-2021","       2482.50","       2485.00","       2485.00","       2460.00","       2467.80","       2464.30","       2467.43","    1462225","          3607935367.45","     114366","     954876","         65.30"
"HDFC","W3","26-Jul-2021","        696.95","        690.00","        690.00","        684.95","        685.00","        684.95","        687.61","      15000","            10314150.00","         20","      10800","         72.00"
"HDFC","BL","27-Jul-2021","       2481.65","       2464.30","       2464.30","       2464.30","       2464.30","       2464.30","       2464.30","     165944","           408935799.20","          1","-","-"
"HDFC","EQ","27-Jul-2021","       2464.30","       2470.90","       2474.00","       2430.00","       2431.20","       2433.95","       2444.25","    2680260","          6551232148.95","     137424","    1994646","         74.42"
"HDFC","W3","27-Jul-2021","        684.95","        685.00","        689.00","        675.10","        675.10","        675.90","        684.10","      34200","            23396190.00","         38","      32400","         94.74"
"HDFC","EQ","28-Jul-2021","       2433.95","       2417.10","       2432.45","       2380.00","       2428.00","       2425.80","       2406.54","    3988878","          9599398985.30","     153676","    2722356","         68.25"
"HDFC","W3","28-Jul-2021","        675.90","        655.10","        673.80","        652.00","        667.45","        665.15","        660.86","      41400","            27359460.00","         64","      29400","         71.01"
"HDFC","EQ","29-Jul-2021","       2425.80","       2424.00","       2433.65","       2405.10","       2420.00","       2414.80","       2418.41","    3288676","          7953361693.65","     106210","    2544412","         77.37"
"HDFC","W3","29-Jul-2021","        665.15","        666.95","        685.00","        662.00","        680.00","        680.00","        679.05","      31800","            21593760.00","         51","      29400","         92.45"
"HDFC","EQ","30-Jul-2021","       2414.80","       2417.95","       2464.70","       2414.80","       2442.55","       2441.15","       2440.76","    4128459","         10076573660.00","     168648","    2873314","         69.60"
"HDFC","W3","30-Jul-2021","        680.00","        686.00","        690.00","        676.30","        678.00","        680.00","        685.14","      14400","             9865950.00","         24","      11400","         79.17"
"HDFC","EQ","02-Aug-2021","       2441.15","       2466.00","       2487.00","       2425.10","       2462.55","       2462.05","       2457.99","    5009133","         12312390321.85","     204456","    2490910","         49.73"
"HDFC","W3","02-Aug-2021","        680.00","        690.00","        705.05","        670.20","        680.00","        681.50","        687.80","      52200","            35903160.00","         83","      35400","         67.82"
"HDFC","EQ","03-Aug-2021","       2462.05","       2515.00","       2560.00","       2476.00","       2555.00","       2554.65","       2523.01","    5962929","         15044530763.30","     183776","    3388217","         56.82"
"HDFC","W3","03-Aug-2021","        681.50","        695.00","        748.70","        690.00","        741.20","        744.05","        731.50","     196800","           143958660.00","        259","     139200","         70.73"
"HDFC","EQ","04-Aug-2021","       2554.65","       2573.30","       2681.00","       2565.00","       2672.00","       2676.05","       2647.55","    9604932","         25429515948.00","     284090","    5633097","         58.65"
"HDFC","W3","04-Aug-2021","        744.05","        781.80","        815.00","        745.50","        807.00","        808.85","        800.01","     148200","           118560840.00","        237","     111600","         75.30"
"HDFC","EQ","05-Aug-2021","       2676.05","       2680.00","       2685.00","       2644.30","       2662.55","       2661.70","       2664.01","    4021021","         10712052308.95","     141019","    2603777","         64.75"
"HDFC","W3","05-Aug-2021","        808.85","        803.00","        810.00","        799.95","        805.00","        803.95","        805.60","      16800","            13534020.00","         28","      11400","         67.86"
"HDFC","EQ","06-Aug-2021","       2661.70","       2657.00","       2673.00","       2621.40","       2630.60","       2628.10","       2646.31","    2139764","          5662476194.10","     104469","    1330649","         62.19"
"HDFC","W3","06-Aug-2021","        803.95","        795.00","        801.95","        781.00","        782.00","        781.65","        790.25","       7200","             5689770.00","         12","       3000","         41.67"
"HDFC","EQ","09-Aug-2021","       2628.10","       2632.05","       2646.25","       2599.90","       2621.50","       2623.90","       2623.39","    1751767","          4595573079.15","      69097","    1078875","         61.59"
"HDFC","W3","09-Aug-2021","        781.65","        782.00","        783.00","        757.50","        772.05","        772.45","        769.04","      27000","            20764200.00","         42","      18000","         66.67"
"HDFC","EQ","10-Aug-2021","       2623.90","       2634.70","       2678.70","       2626.85","       2671.00","       2671.65","       2663.22","    4690741","         12492467524.85","     163969","    3086263","         65.79"
"HDFC","W3","10-Aug-2021","        772.45","        775.00","        805.00","        775.00","        790.10","        792.55","        792.02","      39000","            30888600.00","         62","      31800","         81.54"
"HDFC","EQ","11-Aug-2021","       2671.65","       2675.00","       2689.50","       2633.75","       2654.60","       2658.50","       2659.10","    1769627","          4705618793.00","      89258","     946870","         53.51"
"HDFC","W3","11-Aug-2021","        792.55","        797.95","        810.00","        762.00","        770.00","        770.00","        770.92","      49200","            37929330.00","         78","      34800","         70.73"
"HDFC","EQ","12-Aug-2021","       2658.50","       2656.60","       2675.25","       2646.60","       2666.00","       2668.75","       2662.35","    1702479","          4532596291.90","      61672","    1100864","         64.66"
"HDFC","W3","12-Aug-2021","        770.00","        784.70","        784.70","        770.00","        777.00","        777.80","        776.23","       8400","             6520350.00","         14","       4200","         50.00"
"HDFC","EQ","13-Aug-2021","       2668.75","       2662.00","       2715.00","       2662.00","       2702.10","       2704.15","       2701.06","    3248615","          8774705017.55","     119082","    2002574","         61.64"
"HDFC","W3","13-Aug-2021","        777.80","        790.00","        811.00","        790.00","        804.00","        804.00","        800.07","      36600","            29282610.00","         51","      31800","         86.89"
"HDFC","EQ","16-Aug-2021","       2704.15","       2696.80","       2734.45","       2693.80","       2732.70","       2731.15","       2721.13","    2465887","          6709996706.95","     106602","    1519220","         61.61"
"HDFC","W3","16-Aug-2021","        804.00","        816.95","        817.50","        807.00","        810.00","        811.40","        812.83","      37800","            30724800.00","         55","      33600","         88.89"
"HDFC","EQ","17-Aug-2021","       2731.15","       2729.95","       2750.00","       2707.15","       2745.60","       2738.40","       2726.15","    2795510","          7620988084.30","     134271","    1938649","         69.35"
"HDFC","W3","17-Aug-2021","        811.40","        807.00","        819.00","        801.00","        819.00","        812.35","        809.61","      48600","            39347010.00","         79","      40200","         82.72"
"HDFC","EQ","18-Aug-2021","       2738.40","       2750.00","       2770.30","       2698.00","       2710.00","       2710.75","       2730.04","    2501410","          6828940469.75","      98075","    1569794","         62.76"
"HDFC","W3","18-Aug-2021","        812.35","        824.00","        825.00","        800.00","        802.00","        802.00","        816.71","      46200","            37731780.00","         77","      29400","         63.64"
"HDFC","EQ","20-Aug-2021","       2710.75","       2700.00","       2738.95","       2698.00","       2712.00","       2722.05","       2720.55","    3986473","         10845398497.40","     148438","    2566500","         64.38"
"HDFC","W3","20-Aug-2021","        802.00","        790.00","        810.00","        790.00","        795.00","        795.00","        801.16","       8400","             6729780.00","         14","       5400","         64.29"
"HDFC","EQ","23-Aug-2021","       2722.05","       2745.50","       2758.50","       2710.00","       2722.00","       2721.95","       2725.60","    1901700","          5183281801.50","      85099","    1213918","         63.83"
"HDFC","W3","23-Aug-2021","        795.00","        812.00","        812.00","        781.10","        785.00","        786.20","        788.84","      33000","            26031840.00","         52","      28200","         85.45"
"HDFC","EQ","24-Aug-2021","       2721.95","       2726.00","       2729.90","       2683.95","       2694.00","       2691.25","       2694.84","    2984595","          8043012750.65","     109438","    2199585","         73.70"
"HDFC","W3","24-Aug-2021","        786.20","        771.00","        776.00","        767.10","        775.00","        774.50","        771.92","      16200","            12505050.00","         27","      13200","         81.48"
"HDFC","EQ","25-Aug-2021","       2691.25","       2707.80","       2718.50","       2696.25","       2701.00","       2699.25","       2707.03","    1714777","          4641944905.20","      76558","    1045121","         60.95"
"HDFC","W3","25-Aug-2021","        774.50","        790.00","        790.00","        790.00","        790.00","        790.00","        790.00","        600","              474000.00","          1","        600","        100.00"
"HDFC","EQ","26-Aug-2021","       2699.25","       2711.25","       2720.00","       2682.20","       2702.95","       2700.35","       2702.16","    1855274","          5013249311.85","      60397","    1136547","         61.26"
"HDFC","W3","26-Aug-2021","        790.00","        790.00","        790.00","        780.00","        780.00","        780.00","        783.25","       2400","             1879800.00","          4","       2400","        100.00"
"HDFC","EQ","27-Aug-2021","       2700.35","       2694.10","       2724.65","       2662.05","       2716.10","       2718.20","       2694.57","    2761023","          7439778308.45","     131023","    1724597","         62.46"
"HDFC","W3","27-Aug-2021","        780.00","        755.00","        787.00","        755.00","        786.85","        785.40","        773.52","      10200","             7889880.00","         17","       8400","         82.35"
"HDFC","EQ","30-Aug-2021","       2718.20","       2730.45","       2764.90","       2723.10","       2758.00","       2755.70","       2745.04","    1731926","          4754203940.95","      77957","    1013706","         58.53"
"HDFC","W3","30-Aug-2021","        785.40","        798.90","        815.00","        798.90","        815.00","        811.80","        810.24","      38400","            31113360.00","         63","      32400","         84.38"
"HDFC","EQ","31-Aug-2021","       2755.70","       2748.00","       2812.00","       2739.35","       2794.70","       2798.50","       2789.41","    4933523","         13761630799.50","     123236","    2797933","         56.71"
"HDFC","W3","31-Aug-2021","        811.80","        817.00","        840.00","        817.00","        840.00","        837.65","        830.60","      42000","            34884990.00","         68","      31800","         75.71"
"HDFC","EQ","01-Sep-2021","       2798.50","       2790.00","       2796.95","       2736.60","       2746.20","       2747.75","       2759.52","    3084291","          8511167123.80","     149131","    1887231","         61.19"
"HDFC","W3","01-Sep-2021","        837.65","        820.50","        827.80","        810.00","        815.00","        815.00","        817.66","      16200","            13246110.00","         27","      12600","         77.78"
"HDFC","EQ","02-Sep-2021","       2747.75","       2756.90","       2785.00","       2737.25","       2774.80","       2777.70","       2763.39","    1734037","          4791826196.80","      88029","    1070921","         61.76"
"HDFC","W3","02-Sep-2021","        815.00","        824.65","        838.00","        815.00","        826.00","        826.00","        824.36","      32400","            26709420.00","         50","      19800","         61.11"
"HDFC","EQ","03-Sep-2021","       2777.70","       2768.10","       2784.15","       2742.10","       2755.50","       2758.60","       2759.78","    1914438","          5283434525.65","     102751","    1150278","         60.08"
"HDFC","W3","03-Sep-2021","        826.00","        838.00","        838.00","        816.00","        830.00","        830.95","        827.86","       9600","             7947480.00","         16","       8400","         87.50"
"HDFC","EQ","06-Sep-2021","       2758.60","       2765.00","       2777.70","       2741.20","       2767.00","       2765.30","       2761.83","    1729080","          4775427924.30","      86318","    1205801","         69.74"
"HDFC","W3","06-Sep-2021","        830.95","        818.00","        830.10","        818.00","        827.00","        827.00","        824.88","      18600","            15342720.00","         31","      14400","         77.42"
"HDFC","EQ","07-Sep-2021","       2765.30","       2769.80","       2853.65","       2749.95","       2833.20","       2837.00","       2815.53","    4072518","         11466298343.00","     141669","    2094239","         51.42"
"HDFC","W3","07-Sep-2021","        827.00","        830.90","        896.50","        820.00","        880.00","        879.30","        868.11","      52800","            45836310.00","         87","      32400","         61.36"
"HDFC","EQ","08-Sep-2021","       2837.00","       2838.25","       2852.00","       2802.25","       2835.10","       2829.30","       2826.90","    2274494","          6429755968.50","     122209","    1298763","         57.10"
"HDFC","W3","08-Sep-2021","        879.30","        875.15","        887.00","        861.00","        887.00","        880.95","        869.94","      11400","             9917370.00","         19","       7200","         63.16"
"HDFC","EQ","09-Sep-2021","       2829.30","       2815.20","       2853.85","       2813.80","       2826.55","       2830.10","       2830.98","    1986913","          5624903935.05","     102303","    1321975","         66.53"
"HDFC","W3","09-Sep-2021","        880.95","        875.00","        889.00","        864.10","        868.50","        869.25","        873.67","       7200","             6290400.00","         12","       4200","         58.33"
"HDFC","EQ","13-Sep-2021","       2830.10","       2844.00","       2875.85","       2833.30","       2846.05","       2849.80","       2854.53","    3283960","          9374158865.75","     105113","    2213310","         67.40"
"HDFC","W3","13-Sep-2021","        869.25","        885.00","        904.00","        875.00","        875.00","        878.25","        882.67","      42600","            37601640.00","         69","      30600","         71.83"
"HDFC","EQ","14-Sep-2021","       2849.80","       2864.95","       2869.00","       2810.00","       2820.20","       2818.05","       2829.56","    2238463","          6333869737.60","      79187","    1238079","         55.31"
"HDFC","W3","14-Sep-2021","        878.25","        871.10","        871.10","        856.00","        856.00","        856.00","        865.90","       7800","             6754020.00","         13","       6000","         76.92"
"HDFC","EQ","15-Sep-2021","       2818.05","       2805.70","       2843.00","       2795.00","       2817.05","       2815.45","       2817.39","    1924840","          5423022710.95","      81827","     955738","         49.65"
"HDFC","W3","15-Sep-2021","        856.00","        856.05","        870.00","        851.00","        856.00","        856.00","        857.01","      18600","            15940410.00","         30","      11400","         61.29"
"HDFC","EQ","16-Sep-2021","       2815.45","       2800.00","       2823.90","       2798.50","       2819.80","       2812.35","       2813.19","    1831201","          5151522833.30","      74423","    1113081","         60.78"
"HDFC","W3","16-Sep-2021","        856.00","        851.00","        859.00","        843.00","        854.00","        852.50","        852.68","       7200","             6139290.00","         12","       4200","         58.33"
"HDFC","EQ","17-Sep-2021","       2812.35","       2832.25","       2851.95","       2801.70","       2823.90","       2825.65","       2827.14","    4447386","         12573392070.10","     115382","    2883353","         64.83"
"HDFC","W3","17-Sep-2021","        852.50","        869.95","        889.80","        855.00","        872.00","        870.05","        870.60","      15600","            13581330.00","         26","       9000","         57.69"
"HDFC","EQ","20-Sep-2021","       2825.65","       2795.30","       2808.65","       2733.00","       2742.00","       2742.50","       2768.02","    2057743","          5695872942.70","      96538","    1252505","         60.87"
"HDFC","W3","20-Sep-2021","        870.05","        841.00","        841.00","        801.50","        805.00","        807.40","        818.93","      30000","            24567750.00","         50","      23400","         78.00"
"HDFC","EQ","21-Sep-2021","       2742.50","       2760.00","       2780.70","       2724.75","       2773.20","       2774.35","       2752.91","    2119275","          5834171387.50","     100753","    1318742","         62.23"
"HDFC","W3","21-Sep-2021","        807.40","        818.00","        835.00","        800.00","        822.00","        831.35","        825.43","      13800","            11390880.00","         23","       9600","         69.57"
"HDFC","EQ","22-Sep-2021","       2774.35","       2765.00","       2773.95","       2717.70","       2737.00","       2734.70","       2737.58","    3054547","          8362061151.40","     119928","    2087590","         68.34"
"HDFC","W3","22-Sep-2021","        831.35","        815.00","        815.00","        797.00","        800.00","        801.35","        801.37","      71400","            57218010.00","         46","      63600","         89.08"
"HDFC","EQ","23-Sep-2021","       2734.70","       2756.10","       2828.50","       2730.00","       2825.15","       2817.40","       2774.89","    3720965","         10325269211.00","     135360","    2322610","         62.42"
"HDFC","W3","23-Sep-2021","        801.35","        812.00","        870.00","        810.95","        870.00","        864.05","        850.94","      81000","            68926320.00","         72","      68400","         84.44"
"HDFC","EQ","24-Sep-2021","       2817.40","       2818.60","       2850.00","       2800.00","       2829.95","       2839.00","       2826.46","    2433032","          6876856564.55","     115209","    1416290","         58.21"
"HDFC","W3","24-Sep-2021","        864.05","        868.00","        889.95","        860.00","        869.00","        883.70","        877.62","     139200","           122165250.00","        102","     126000","         90.52"
"HDFC","EQ","27-Sep-2021","       2839.00","       2845.75","       2869.40","       2824.80","       2835.00","       2839.80","       2848.60","    2684448","          7646929875.70","     116914","    1741306","         64.87"
"HDFC","W3","27-Sep-2021","        883.70","        893.90","        911.90","        893.90","        900.00","        900.00","        901.14","      28800","            25952790.00","         47","      22200","         77.08"
"HDFC","EQ","28-Sep-2021","       2839.80","       2842.00","       2850.00","       2760.95","       2802.00","       2804.95","       2811.05","    2645677","          7437131095.65","     145453","    1614411","         61.02"
"HDFC","W3","28-Sep-2021","        900.00","        899.65","        899.65","        840.00","        880.00","        882.05","        864.04","      51000","            44065890.00","         77","      35400","         69.41"
"HDFC","EQ","29-Sep-2021","       2804.95","       2786.50","       2792.95","       2739.10","       2747.35","       2746.45","       2761.29","    3333322","          9204268169.05","     146771","    2493615","         74.81"
"HDFC","W3","29-Sep-2021","        882.05","        850.00","        865.00","        826.00","        847.00","        841.40","        842.17","      48000","            40424190.00","         78","      39000","         81.25"
"HDFC","EQ","30-Sep-2021","       2746.45","       2729.90","       2785.00","       2721.20","       2744.20","       2754.30","       2758.59","    4186802","         11549652775.35","     169948","    2574563","         61.49"
